"","fm_1","fm_2","fm_3","m_4","m_5","m_6"
"WBGene00020656",0,0,0,1,0,0
"WBGene00195180",0,0,0,0,1,1
"WBGene00016562",2,3,3,6,7,2
"WBGene00001231",6,9,1,2,7,6
"WBGene00000787",1,5,3,1,1,2
"WBGene00016567",1,2,0,0,0,0
"WBGene00016564",8,5,1,0,0,0
"WBGene00016566",0,1,3,0,0,0
"WBGene00016561",0,1,1,0,0,0
"WBGene00016565",0,0,1,0,0,0
"WBGene00271778",0,0,0,0,0,0
"WBGene00020131",6,6,5,9,6,10
"WBGene00022470",3,0,4,3,2,0
"WBGene00022471",2,3,2,0,1,2
"WBGene00022472",0,0,0,0,0,0
"WBGene00044754",0,0,0,0,0,0
"WBGene00022473",8,4,11,6,2,1
"WBGene00022474",0,1,0,0,2,2
"WBGene00022469",0,0,0,0,0,0
"WBGene00044441",0,0,0,0,0,0
"WBGene00022467",0,0,0,1,1,5
"WBGene00022475",2,0,0,1,1,0
"WBGene00017010",2,2,2,1,1,0
"WBGene00004113",0,1,0,1,0,1
"WBGene00017009",0,0,0,0,0,0
"WBGene00000440",0,0,0,0,0,0
"WBGene00000629",0,0,0,0,0,0
"WBGene00017001",0,1,0,0,0,0
"WBGene00044421",0,0,0,0,0,0
"WBGene00017002",0,0,0,0,0,0
"WBGene00017003",6,2,1,1,0,1
"WBGene00004479",61,47,49,37,45,28
"WBGene00004436",53,53,42,33,47,26
"WBGene00017007",0,1,1,0,2,0
"WBGene00045048",0,0,0,0,0,0
"WBGene00017004",3,9,2,2,4,3
"WBGene00017011",4,7,4,5,4,3
"WBGene00017005",1,2,1,0,0,1
"WBGene00016654",2,2,3,0,1,4
"WBGene00016650",9,22,11,3,4,6
"WBGene00016653",9,8,19,12,6,7
"WBGene00016655",10,10,3,10,7,4
"WBGene00016652",2,6,6,5,5,2
"WBGene00022466",6,4,2,1,1,0
"WBGene00015008",1,0,0,0,0,0
"WBGene00004415",117,127,110,73,92,88
"WBGene00015011",6,3,4,1,1,1
"WBGene00015009",4,6,2,2,4,2
"WBGene00303032",0,0,0,0,0,0
"WBGene00015010",0,1,0,0,0,0
"WBGene00015007",11,11,8,5,2,6
"WBGene00206362",0,0,0,0,0,0
"WBGene00015006",0,0,0,1,0,1
"WBGene00006961",6,3,6,9,4,4
"WBGene00006791",5,7,5,2,1,5
"WBGene00020212",0,0,0,0,0,0
"WBGene00007053",4,1,4,1,3,0
"WBGene00021112",0,3,5,0,0,0
"WBGene00021111",0,0,0,0,0,0
"WBGene00021113",0,0,0,17,17,24
"WBGene00021110",0,0,0,3,3,2
"WBGene00021114",0,1,1,7,4,13
"WBGene00021115",0,0,0,1,2,2
"WBGene00021109",0,0,0,0,0,0
"WBGene00015696",0,0,0,0,1,1
"WBGene00015695",1,0,0,2,1,3
"WBGene00015694",0,0,0,0,0,0
"WBGene00015693",0,1,2,1,0,2
"WBGene00015692",0,1,0,1,3,2
"WBGene00015697",2,5,2,1,0,1
"WBGene00002694",2,6,9,8,10,7
"WBGene00015691",4,3,3,2,2,2
"WBGene00015698",5,7,4,0,1,1
"WBGene00019769",0,0,0,0,0,1
"WBGene00019767",9,11,14,6,6,8
"WBGene00019770",1,2,1,1,3,3
"WBGene00019771",2,4,2,2,0,1
"WBGene00023067",3,4,5,4,1,1
"WBGene00023068",41,61,60,39,60,46
"WBGene00006984",1,0,1,4,4,1
"WBGene00018798",0,0,0,0,0,0
"WBGene00018797",3,6,5,1,2,7
"WBGene00019012",0,0,0,0,0,0
"WBGene00019013",0,1,0,1,0,0
"WBGene00002034",4,2,4,3,2,4
"WBGene00019011",7,4,7,0,0,0
"WBGene00019010",0,0,0,0,0,0
"WBGene00019009",0,0,1,0,1,0
"WBGene00019008",0,1,1,1,2,0
"WBGene00015303",0,0,0,0,0,0
"WBGene00017795",0,0,1,1,0,3
"WBGene00001592",0,0,1,0,0,2
"WBGene00017674",2,2,1,0,0,0
"WBGene00006774",0,0,0,0,2,0
"WBGene00017673",1,0,0,3,5,2
"WBGene00017672",0,0,0,3,3,1
"WBGene00017671",1,2,1,10,6,5
"WBGene00017675",5,11,5,9,8,11
"WBGene00017676",0,0,0,0,0,2
"WBGene00002075",10,3,6,2,3,4
"WBGene00017886",6,0,5,1,1,1
"WBGene00017888",1,2,2,0,0,0
"WBGene00017885",6,1,3,6,1,3
"WBGene00017889",1,1,2,2,2,2
"WBGene00017887",2,2,3,1,1,1
"WBGene00001860",18,9,15,2,3,2
"WBGene00044431",2,0,3,0,1,1
"WBGene00021015",0,0,0,1,0,0
"WBGene00021014",3,1,4,2,1,2
"WBGene00000155",14,10,14,9,5,9
"WBGene00021016",0,0,0,2,1,3
"WBGene00044432",0,0,0,2,0,0
"WBGene00004900",4,1,3,3,1,0
"WBGene00195069",0,0,0,0,0,1
"WBGene00003906",0,0,0,1,0,5
"WBGene00021017",0,0,0,0,0,0
"WBGene00001117",0,0,0,0,0,0
"WBGene00003221",3,3,6,1,1,3
"WBGene00001050",0,3,1,0,0,0
"WBGene00018792",0,0,0,3,0,1
"WBGene00006058",0,0,0,5,5,3
"WBGene00018789",0,0,0,0,0,0
"WBGene00018791",0,0,0,0,1,0
"WBGene00003934",40,35,37,105,133,91
"WBGene00016730",0,0,0,4,0,1
"WBGene00002979",1,0,0,1,4,4
"WBGene00016729",0,0,0,0,0,0
"WBGene00016731",0,0,0,0,1,0
"WBGene00016732",0,0,0,0,0,0
"WBGene00016733",0,0,0,0,1,0
"WBGene00016728",0,0,0,1,0,1
"WBGene00016734",0,0,0,0,0,0
"WBGene00016727",0,0,0,0,0,0
"WBGene00016735",0,0,0,3,1,2
"WBGene00016258",11,12,14,16,9,13
"WBGene00002213",0,3,0,0,0,0
"WBGene00016259",0,0,0,0,0,0
"WBGene00022465",0,0,1,0,0,0
"WBGene00004959",1,0,0,4,3,3
"WBGene00000502",5,5,1,4,5,5
"WBGene00003924",15,13,9,4,7,6
"WBGene00022460",0,0,0,4,1,2
"WBGene00000001",3,4,2,2,1,0
"WBGene00045212",0,1,0,1,0,1
"WBGene00022462",4,2,3,4,3,1
"WBGene00022463",9,3,3,2,2,1
"WBGene00022459",6,6,4,3,6,3
"WBGene00003132",4,11,8,5,5,4
"WBGene00022458",9,10,8,1,4,1
"WBGene00022457",0,0,1,1,1,0
"WBGene00022456",7,11,4,4,5,3
"WBGene00003475",0,2,4,0,0,2
"WBGene00022455",2,2,5,1,1,0
"WBGene00006797",0,0,0,0,0,0
"WBGene00022454",0,0,0,0,0,0
"WBGene00004094",2,8,5,9,5,9
"WBGene00002804",5,2,3,3,4,2
"WBGene00001833",6,8,6,4,3,5
"WBGene00004955",19,15,12,14,16,16
"WBGene00003792",15,7,14,5,8,7
"WBGene00018909",2,4,3,1,2,1
"WBGene00000272",0,0,0,0,0,0
"WBGene00018908",3,2,4,3,0,1
"WBGene00016328",0,0,0,0,0,0
"WBGene00016329",0,0,0,0,0,0
"WBGene00004771",0,1,1,0,0,0
"WBGene00016330",0,0,0,3,2,6
"WBGene00016327",0,0,0,3,1,5
"WBGene00015092",4,0,5,1,2,3
"WBGene00002583",8,15,8,12,13,21
"WBGene00015093",0,0,0,0,0,1
"WBGene00015094",0,0,0,7,8,13
"WBGene00015091",2,7,6,2,0,1
"WBGene00195057",0,0,0,0,1,1
"WBGene00015095",12,11,13,0,0,5
"WBGene00015096",0,1,1,0,1,0
"WBGene00015312",10,14,11,0,0,0
"WBGene00000540",1,2,0,0,0,0
"WBGene00000965",2,5,8,1,2,0
"WBGene00001022",1,1,0,1,3,1
"WBGene00001333",11,5,13,7,9,11
"WBGene00015313",1,2,2,5,1,0
"WBGene00002717",9,7,13,6,12,7
"WBGene00018596",0,0,0,0,0,0
"WBGene00018598",1,0,1,0,0,0
"WBGene00018599",2,1,2,3,4,2
"WBGene00018595",0,0,0,0,0,0
"WBGene00018594",0,0,0,3,3,8
"WBGene00004965",0,0,0,8,6,11
"WBGene00018601",0,0,0,1,0,0
"WBGene00195179",0,0,0,0,0,0
"WBGene00018600",0,0,0,0,0,0
"WBGene00018865",0,0,1,0,1,0
"WBGene00304996",0,0,0,0,0,0
"WBGene00000150",0,0,2,5,3,3
"WBGene00018864",6,3,4,2,3,3
"WBGene00018866",12,6,4,4,3,0
"WBGene00000966",2,1,0,3,0,0
"WBGene00004087",3,3,2,3,3,1
"WBGene00018863",1,1,1,1,1,1
"WBGene00018867",3,1,2,0,2,0
"WBGene00004131",2,1,3,6,7,5
"WBGene00016040",0,0,0,5,4,2
"WBGene00001491",2,6,8,6,2,2
"WBGene00000761",2,3,2,1,2,2
"WBGene00016278",4,6,6,5,5,4
"WBGene00017855",2,3,4,1,2,1
"WBGene00017854",0,0,0,0,0,0
"WBGene00017853",0,0,0,1,1,0
"WBGene00000230",10,23,15,22,32,32
"WBGene00017852",4,2,1,1,2,2
"WBGene00001067",0,0,3,1,3,2
"WBGene00017858",2,0,0,27,26,27
"WBGene00017851",0,0,0,27,26,26
"WBGene00017860",0,0,0,0,0,0
"WBGene00001859",0,0,0,2,0,0
"WBGene00020263",3,4,7,1,1,2
"WBGene00015635",2,6,1,4,3,1
"WBGene00004431",58,77,59,52,57,49
"WBGene00015636",0,0,0,0,0,0
"WBGene00206357",0,0,0,3,1,1
"WBGene00015634",0,0,0,10,8,9
"WBGene00015633",0,1,0,1,0,2
"WBGene00015632",0,0,0,2,1,1
"WBGene00019076",2,4,3,1,1,1
"WBGene00019077",3,7,3,0,3,0
"WBGene00019079",0,0,0,0,0,1
"WBGene00019075",4,3,0,0,0,0
"WBGene00185086",3,1,1,3,0,1
"WBGene00194697",0,0,0,0,0,2
"WBGene00019080",0,0,0,0,0,0
"WBGene00019074",0,0,1,3,7,5
"WBGene00019081",0,0,0,3,4,4
"WBGene00019082",2,0,0,0,0,0
"WBGene00006594",7,6,13,11,19,12
"WBGene00019693",7,5,12,11,9,9
"WBGene00019692",5,3,0,0,0,3
"WBGene00019713",6,11,11,6,6,10
"WBGene00000474",34,33,27,7,3,6
"WBGene00019712",1,2,2,1,2,2
"WBGene00002225",8,3,4,0,0,1
"WBGene00019711",4,6,3,2,0,1
"WBGene00019710",3,1,1,1,2,0
"WBGene00006508",0,2,1,1,1,4
"WBGene00006726",2,1,1,1,1,4
"WBGene00006919",7,17,10,14,15,13
"WBGene00018512",6,7,3,7,3,2
"WBGene00018509",6,4,5,2,2,1
"WBGene00000473",84,109,68,12,10,9
"WBGene00018510",0,0,0,2,0,0
"WBGene00018513",1,1,0,0,0,0
"WBGene00018511",3,4,2,0,3,0
"WBGene00018508",2,4,3,8,2,6
"WBGene00044616",0,0,0,0,0,0
"WBGene00000630",0,0,0,0,0,0
"WBGene00018890",9,4,8,1,2,3
"WBGene00018891",2,2,5,4,1,1
"WBGene00018892",5,6,5,2,1,2
"WBGene00018893",2,5,1,1,0,0
"WBGene00018894",1,1,0,0,2,1
"WBGene00018895",0,0,0,3,5,4
"WBGene00004224",1,0,0,1,0,0
"WBGene00018896",0,0,0,0,0,0
"WBGene00018897",3,6,7,1,0,2
"WBGene00020558",4,4,4,0,1,2
"WBGene00001039",1,5,0,1,1,1
"WBGene00020557",2,1,2,2,2,1
"WBGene00006776",9,12,10,3,5,0
"WBGene00003793",27,21,17,9,7,8
"WBGene00020556",3,0,0,2,3,2
"WBGene00002989",0,0,1,1,0,0
"WBGene00015442",0,0,0,0,0,0
"WBGene00206363",0,0,0,0,0,0
"WBGene00004505",19,16,7,9,7,15
"WBGene00044305",3,2,3,2,4,1
"WBGene00000493",0,0,0,0,0,0
"WBGene00018995",9,1,5,3,1,4
"WBGene00045483",5,6,1,3,4,3
"WBGene00020694",0,0,0,0,0,0
"WBGene00020693",1,0,1,1,0,1
"WBGene00001856",18,15,4,4,3,3
"WBGene00004393",0,0,0,0,0,0
"WBGene00000772",11,5,8,0,1,2
"WBGene00001600",4,0,1,1,1,1
"WBGene00003472",3,0,1,3,4,4
"WBGene00015175",0,0,0,0,0,0
"WBGene00015176",5,2,1,2,1,8
"WBGene00003020",4,10,5,9,5,6
"WBGene00016332",3,3,0,7,1,4
"WBGene00001973",11,11,7,7,5,5
"WBGene00003601",0,2,0,0,0,0
"WBGene00016333",20,15,10,21,22,24
"WBGene00016331",2,6,8,7,15,9
"WBGene00018002",0,0,0,0,0,0
"WBGene00269382",0,0,0,0,0,0
"WBGene00000436",0,0,0,0,0,0
"WBGene00000631",0,0,0,0,0,0
"WBGene00018003",0,0,0,0,0,1
"WBGene00018001",0,0,0,1,1,3
"WBGene00018004",0,0,0,1,0,3
"WBGene00018000",0,0,0,0,0,0
"WBGene00018005",0,0,0,1,0,0
"WBGene00018006",5,5,7,2,2,1
"WBGene00018009",2,1,0,1,2,2
"WBGene00303057",0,0,0,0,0,0
"WBGene00018007",6,9,5,1,1,3
"WBGene00018008",7,9,11,9,6,7
"WBGene00016421",7,2,2,3,2,1
"WBGene00016422",1,0,0,0,0,3
"WBGene00003996",6,3,2,5,5,4
"WBGene00016420",0,0,0,3,2,4
"WBGene00016419",4,5,3,9,11,8
"WBGene00004109",4,6,7,6,4,5
"WBGene00016418",5,14,9,4,3,4
"WBGene00015028",0,0,0,11,20,12
"WBGene00015029",0,2,4,0,0,0
"WBGene00000099",4,2,2,1,2,3
"WBGene00001676",0,0,0,0,0,0
"WBGene00015030",0,0,0,4,1,3
"WBGene00015027",0,0,0,0,0,0
"WBGene00015032",1,0,0,6,1,2
"WBGene00015033",0,0,0,0,0,0
"WBGene00015034",0,0,0,1,1,1
"WBGene00015026",0,0,0,1,3,6
"WBGene00000232",0,0,0,0,0,3
"WBGene00015504",4,5,7,4,2,1
"WBGene00015501",6,2,4,2,2,1
"WBGene00004803",0,0,1,0,1,1
"WBGene00006823",3,4,7,6,1,7
"WBGene00044414",0,0,1,0,1,0
"WBGene00015500",0,0,0,0,1,0
"WBGene00015505",0,3,0,1,0,0
"WBGene00004380",2,1,3,0,0,2
"WBGene00015499",8,6,5,0,2,0
"WBGene00000814",5,5,4,9,4,5
"WBGene00194700",0,0,0,5,4,1
"WBGene00015001",2,2,2,0,0,1
"WBGene00006932",1,4,5,5,2,0
"WBGene00016155",0,0,0,0,0,0
"WBGene00006492",3,4,2,1,0,0
"WBGene00016154",3,6,6,1,0,2
"WBGene00000429",0,0,0,0,0,0
"WBGene00016156",5,5,2,0,3,2
"WBGene00016157",1,1,2,2,1,1
"WBGene00016158",5,5,5,2,2,2
"WBGene00016159",7,5,3,1,2,0
"WBGene00023409",3,3,2,1,1,0
"WBGene00022749",4,2,0,1,0,0
"WBGene00022750",12,9,7,3,2,4
"WBGene00001819",1,1,2,1,0,1
"WBGene00022751",0,1,0,52,47,37
"WBGene00022752",0,0,0,0,0,2
"WBGene00022748",15,14,17,22,26,16
"WBGene00022753",0,0,0,3,4,5
"WBGene00022754",0,0,0,31,24,13
"WBGene00020840",0,0,0,7,8,6
"WBGene00020841",0,0,0,6,5,16
"WBGene00006044",0,1,0,12,15,8
"WBGene00044611",0,0,0,0,0,0
"WBGene00020842",2,2,1,2,0,1
"WBGene00020843",3,2,4,2,1,0
"WBGene00020839",7,8,11,11,4,9
"WBGene00020838",5,3,4,4,5,4
"WBGene00003878",0,1,1,0,0,1
"WBGene00018981",0,0,0,1,1,0
"WBGene00018980",0,0,0,2,3,1
"WBGene00018979",0,0,0,0,0,0
"WBGene00050896",0,0,0,1,0,0
"WBGene00018978",0,0,0,1,0,1
"WBGene00045498",0,0,0,0,0,0
"WBGene00020379",2,2,4,1,0,0
"WBGene00020380",0,0,0,0,2,2
"WBGene00020382",1,1,1,5,1,2
"WBGene00020378",0,0,0,2,0,1
"WBGene00020377",1,0,0,1,0,0
"WBGene00020383",5,5,4,4,1,2
"WBGene00000500",2,3,2,6,2,4
"WBGene00020376",5,3,1,0,0,1
"WBGene00020375",18,16,12,4,3,3
"WBGene00020259",8,3,9,0,1,4
"WBGene00020260",0,0,0,0,0,0
"WBGene00000632",0,0,0,0,0,0
"WBGene00020261",1,0,0,0,0,0
"WBGene00020258",0,0,0,0,0,0
"WBGene00020347",20,28,21,36,29,37
"WBGene00020348",0,2,0,0,0,1
"WBGene00001497",5,10,5,7,4,2
"WBGene00206356",0,0,0,0,0,1
"WBGene00020346",3,5,2,1,7,3
"WBGene00004486",42,45,37,29,36,29
"WBGene00020349",0,0,0,3,1,2
"WBGene00020345",0,0,0,0,0,0
"WBGene00020350",0,0,0,1,2,1
"WBGene00000633",0,0,0,0,0,0
"WBGene00016752",0,0,0,0,0,0
"WBGene00016751",0,0,0,5,1,1
"WBGene00005000",1,1,0,5,4,0
"WBGene00000583",0,0,0,0,0,0
"WBGene00016754",0,1,0,0,0,0
"WBGene00003059",1,6,1,0,1,0
"WBGene00016750",4,4,3,1,1,0
"WBGene00016749",2,1,4,2,2,0
"WBGene00016753",0,0,0,10,4,7
"WBGene00006689",0,0,0,0,0,0
"WBGene00015688",0,0,0,26,30,18
"WBGene00015689",0,0,0,3,2,2
"WBGene00015687",15,12,9,6,3,8
"WBGene00015686",0,2,1,1,0,0
"WBGene00004068",4,2,7,3,6,1
"WBGene00005272",0,0,0,0,0,0
"WBGene00005274",0,0,0,0,0,0
"WBGene00005273",0,0,0,0,0,0
"WBGene00015690",0,0,0,0,0,0
"WBGene00015685",0,0,0,0,0,0
"WBGene00017817",0,0,0,2,1,2
"WBGene00000634",0,0,1,0,0,1
"WBGene00005171",0,0,0,0,0,0
"WBGene00002073",39,33,38,4,1,3
"WBGene00017816",12,17,15,4,4,6
"WBGene00002601",1,1,0,0,0,0
"WBGene00017815",0,0,0,2,1,0
"WBGene00194703",1,0,0,14,14,9
"WBGene00000254",11,8,15,17,10,11
"WBGene00003499",8,2,1,1,1,3
"WBGene00019396",2,5,5,2,0,1
"WBGene00019395",0,0,0,0,0,0
"WBGene00019394",0,0,0,0,0,0
"WBGene00019399",2,3,4,3,1,2
"WBGene00022586",7,4,6,0,0,0
"WBGene00001596",12,12,10,7,9,6
"WBGene00022592",0,0,0,0,0,1
"WBGene00303104",0,0,0,0,0,1
"WBGene00022591",1,0,0,0,0,0
"WBGene00022594",0,0,0,7,5,3
"WBGene00004721",3,2,4,1,0,0
"WBGene00022593",0,0,0,3,1,7
"WBGene00019992",0,0,0,0,0,0
"WBGene00019993",0,1,1,0,1,0
"WBGene00018156",7,11,6,3,5,1
"WBGene00018157",0,0,0,0,0,0
"WBGene00018158",0,0,0,7,6,2
"WBGene00004924",1,2,2,1,3,3
"WBGene00020742",8,10,2,1,4,2
"WBGene00003798",20,16,13,6,2,5
"WBGene00020743",1,0,0,0,0,0
"WBGene00004273",7,4,7,1,3,2
"WBGene00019432",4,5,4,2,4,2
"WBGene00019433",13,10,9,8,8,1
"WBGene00019431",0,0,0,2,1,2
"WBGene00019430",0,0,0,10,15,29
"WBGene00000386",11,20,14,2,2,3
"WBGene00019429",3,6,4,1,2,3
"WBGene00019434",3,6,5,1,2,3
"WBGene00016945",0,0,0,0,0,0
"WBGene00000937",0,0,1,2,0,0
"WBGene00007018",4,6,3,1,2,0
"WBGene00016944",6,6,3,0,1,1
"WBGene00016943",22,33,41,11,14,8
"WBGene00016942",1,0,0,4,2,2
"WBGene00016946",0,0,0,1,0,1
"WBGene00001627",0,0,0,0,0,1
"WBGene00016947",2,2,2,0,0,0
"WBGene00001599",15,5,8,1,2,1
"WBGene00000483",0,0,0,0,0,0
"WBGene00020415",0,0,0,0,0,0
"WBGene00020414",0,0,0,43,34,33
"WBGene00020416",0,0,0,1,1,1
"WBGene00020417",8,7,5,5,15,6
"WBGene00271694",0,1,1,0,1,0
"WBGene00020413",0,0,0,1,4,0
"WBGene00020418",0,0,1,0,0,0
"WBGene00020412",2,3,8,3,3,1
"WBGene00020411",1,2,2,4,1,1
"WBGene00020419",0,0,0,5,6,5
"WBGene00019005",1,1,2,0,0,1
"WBGene00019006",0,1,1,0,0,0
"WBGene00019007",3,7,4,6,7,10
"WBGene00000896",7,5,8,3,7,4
"WBGene00006607",5,7,7,2,3,2
"WBGene00019004",1,2,0,2,0,0
"WBGene00019003",2,2,2,6,6,1
"WBGene00000236",3,1,5,4,1,0
"WBGene00003184",8,7,14,0,0,0
"WBGene00019002",6,5,4,1,1,3
"WBGene00019001",4,8,11,22,17,15
"WBGene00002783",7,4,8,4,7,8
"WBGene00006624",0,1,0,1,0,0
"WBGene00018582",0,0,0,0,1,2
"WBGene00017066",11,5,13,3,1,1
"WBGene00017065",1,7,2,5,5,7
"WBGene00006645",0,0,0,1,0,1
"WBGene00017068",0,0,0,0,0,0
"WBGene00000050",0,0,0,0,0,0
"WBGene00017064",1,6,2,0,3,1
"WBGene00044610",0,0,0,0,0,0
"WBGene00017063",1,0,1,2,6,1
"WBGene00006625",0,0,0,3,1,0
"WBGene00195178",0,0,0,0,1,2
"WBGene00022633",1,1,1,1,1,1
"WBGene00022632",0,0,0,1,3,4
"WBGene00022634",0,0,1,4,6,5
"WBGene00022631",0,0,0,0,0,0
"WBGene00022635",0,0,0,10,6,9
"WBGene00015907",0,0,0,8,6,9
"WBGene00015908",0,0,0,0,1,2
"WBGene00020712",0,0,0,0,0,0
"WBGene00020713",0,0,0,12,8,15
"WBGene00020714",0,0,0,0,0,0
"WBGene00255605",0,0,0,0,0,0
"WBGene00020710",0,0,1,1,1,0
"WBGene00020709",6,6,4,0,5,6
"WBGene00020933",1,6,8,4,1,1
"WBGene00303103",0,0,0,2,0,0
"WBGene00003170",0,0,0,0,0,0
"WBGene00002258",12,15,13,13,15,12
"WBGene00007057",0,0,0,0,1,0
"WBGene00002257",0,0,1,1,1,2
"WBGene00004883",1,2,0,1,0,1
"WBGene00020932",3,6,0,0,0,2
"WBGene00020931",1,4,5,1,3,3
"WBGene00020937",2,1,4,0,2,1
"WBGene00006773",7,10,9,0,2,2
"WBGene00020935",7,0,3,1,1,1
"WBGene00020936",5,9,4,1,2,0
"WBGene00001682",1,4,2,2,1,0
"WBGene00017240",0,1,0,4,1,0
"WBGene00017239",1,0,1,0,0,0
"WBGene00006819",20,17,28,44,75,56
"WBGene00004111",1,1,4,0,1,1
"WBGene00000871",6,8,12,3,0,0
"WBGene00016491",0,0,0,7,3,3
"WBGene00016492",0,0,0,1,1,0
"WBGene00016493",40,35,39,25,22,24
"WBGene00004110",9,13,13,3,1,2
"WBGene00016494",2,3,3,2,1,1
"WBGene00017098",8,7,8,4,2,1
"WBGene00304811",0,0,0,1,0,0
"WBGene00019324",0,2,0,0,1,1
"WBGene00006740",1,1,3,0,0,0
"WBGene00019323",8,15,13,7,3,7
"WBGene00004778",0,0,0,0,0,1
"WBGene00019322",88,68,55,52,47,40
"WBGene00001056",13,14,17,9,7,6
"WBGene00001075",0,0,1,1,0,0
"WBGene00019248",0,0,0,0,1,2
"WBGene00019247",9,3,4,2,3,3
"WBGene00019246",6,8,7,3,2,8
"WBGene00019245",4,5,5,1,2,2
"WBGene00001598",19,15,21,27,18,13
"WBGene00044898",0,2,1,0,0,0
"WBGene00020660",0,0,0,0,0,0
"WBGene00306081",0,0,0,2,1,0
"WBGene00020661",0,0,0,14,17,18
"WBGene00020659",0,0,0,5,4,1
"WBGene00006423",0,1,0,6,5,10
"WBGene00016742",0,0,0,5,2,7
"WBGene00016743",0,0,0,0,0,0
"WBGene00004879",6,5,5,7,3,3
"WBGene00016741",5,5,5,5,1,5
"WBGene00016740",2,1,2,0,1,0
"WBGene00016744",0,0,1,0,0,0
"WBGene00016746",0,1,0,3,5,1
"WBGene00016745",0,1,1,0,0,0
"WBGene00020399",1,3,7,0,2,0
"WBGene00020398",7,1,5,3,3,3
"WBGene00020400",0,0,0,0,0,0
"WBGene00020401",0,1,0,2,1,0
"WBGene00020402",3,0,1,2,1,4
"WBGene00020403",1,3,5,1,0,1
"WBGene00020397",2,4,0,1,3,3
"WBGene00020404",0,1,0,0,1,0
"WBGene00016260",1,1,0,0,1,0
"WBGene00016261",7,1,1,0,2,1
"WBGene00016262",0,0,0,0,1,0
"WBGene00016263",4,3,3,1,0,0
"WBGene00016266",0,0,1,4,6,6
"WBGene00016265",0,1,0,0,0,1
"WBGene00016264",1,0,2,3,2,1
"WBGene00010370",2,2,3,4,1,3
"WBGene00010369",3,5,2,3,2,4
"WBGene00003964",47,40,19,57,58,63
"WBGene00008852",5,11,2,14,10,14
"WBGene00004773",0,0,2,5,0,0
"WBGene00044988",0,1,0,0,0,0
"WBGene00012164",1,1,0,1,0,1
"WBGene00007024",17,16,16,4,5,6
"WBGene00012165",0,0,0,0,0,0
"WBGene00012166",4,5,6,1,5,4
"WBGene00012167",6,2,2,3,1,0
"WBGene00012168",0,0,0,1,0,1
"WBGene00002198",1,0,1,2,4,3
"WBGene00009050",35,20,14,23,33,21
"WBGene00003815",12,13,10,7,4,10
"WBGene00009051",5,2,2,5,4,4
"WBGene00004186",6,7,8,6,6,1
"WBGene00009052",3,7,4,3,1,1
"WBGene00043279",2,0,0,0,0,0
"WBGene00009054",0,2,0,3,1,2
"WBGene00009056",0,0,0,0,0,0
"WBGene00000636",0,0,0,1,1,0
"WBGene00001643",0,0,0,0,0,0
"WBGene00001644",0,0,0,1,0,0
"WBGene00010740",0,0,0,0,0,1
"WBGene00001614",0,0,0,0,0,0
"WBGene00219281",0,0,0,0,0,0
"WBGene00006753",4,3,1,5,0,2
"WBGene00006394",3,1,3,0,0,0
"WBGene00010738",5,4,3,0,2,6
"WBGene00010427",6,8,6,6,4,7
"WBGene00010645",4,4,2,2,2,3
"WBGene00010641",14,10,14,3,4,2
"WBGene00006963",3,3,2,1,1,2
"WBGene00010642",0,1,0,0,0,0
"WBGene00010643",0,0,0,0,0,0
"WBGene00010644",0,0,0,0,0,0
"WBGene00010870",0,0,0,2,1,0
"WBGene00194654",0,0,0,0,0,1
"WBGene00010869",0,0,0,3,3,1
"WBGene00010873",0,0,0,0,0,0
"WBGene00010871",0,0,0,7,4,4
"WBGene00010872",2,0,2,0,0,3
"WBGene00001949",1,0,1,0,0,0
"WBGene00000637",0,0,0,0,0,0
"WBGene00007252",0,0,0,0,0,1
"WBGene00007253",0,0,0,0,0,0
"WBGene00007254",0,1,0,0,1,0
"WBGene00003622",4,5,4,2,4,5
"WBGene00007255",1,1,0,2,0,2
"WBGene00007256",7,4,8,2,0,1
"WBGene00007257",0,0,0,0,0,0
"WBGene00007258",3,1,5,1,1,2
"WBGene00011062",2,2,1,0,0,0
"WBGene00011061",32,47,33,18,19,15
"WBGene00000963",0,0,0,0,0,4
"WBGene00011063",26,24,15,1,0,2
"WBGene00011065",1,0,1,0,0,0
"WBGene00011064",6,11,4,2,3,4
"WBGene00003041",5,4,1,4,5,4
"WBGene00000275",9,13,7,7,9,7
"WBGene00011066",5,4,4,2,0,2
"WBGene00002348",6,10,9,10,12,10
"WBGene00006656",1,0,0,0,1,1
"WBGene00009001",0,0,0,0,0,0
"WBGene00077548",0,0,0,1,3,2
"WBGene00009002",3,5,7,4,2,1
"WBGene00004324",3,4,9,2,1,1
"WBGene00009004",3,9,4,2,1,0
"WBGene00009005",0,0,0,1,0,0
"WBGene00008762",0,0,0,0,0,0
"WBGene00005131",0,0,0,0,0,0
"WBGene00008770",0,0,0,0,0,0
"WBGene00008763",0,0,0,0,0,0
"WBGene00008764",4,2,5,0,3,1
"WBGene00008765",3,3,0,4,5,3
"WBGene00008766",1,0,1,1,0,1
"WBGene00008767",4,0,0,0,0,3
"WBGene00303055",0,0,0,0,0,0
"WBGene00008769",4,4,1,0,2,1
"WBGene00001136",0,0,0,0,0,0
"WBGene00003236",3,1,1,1,1,0
"WBGene00008768",1,5,1,3,2,0
"WBGene00009915",6,5,11,4,4,2
"WBGene00001680",1,1,0,1,0,2
"WBGene00009916",0,0,0,0,0,0
"WBGene00009917",0,0,0,0,1,0
